mode,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
finetune_backbone,0.5486868686868687,0.06590628501322515,0.5882758962170727,0.09940159798587425,0.4980237154150197,0.20661391365510082,0.5043429688590979,0.10830398358231645,0.5935321595400647,0.04814740075209931,0.5777455601170022,0.014402304062116558
frozen_backbone,0.5132323232323233,0.1198111376425145,0.5114223467164644,0.1929170181007776,0.37786561264822127,0.19009556696397745,0.4228844032415461,0.17551571758932588,0.5274523895077255,0.14988366506801384,0.5796951289978287,0.1096030254912544
