epoch,split,lr,loss,balanced_loss,raw_loss,masked_loss,unmasked_loss,jigsaw_loss,coverage_loss,masked_loss_norm,unmasked_loss_norm,jigsaw_loss_norm,coverage_loss_norm,peak_weight_mean,jigsaw_token_accuracy,mask_ratio
1,train,2.9999999999999997e-05,1.4454223216916413,1.4454223216916413,5.24212102718952,0.03291548629220358,0.02946296939626336,5.206259244226019,0.0,0.4219681528384375,0.3620724542392209,0.9872469233825067,0.0,1.0759561211538957,0.023297365470852018,0.3982406548587731
1,val,2.9999999999999997e-05,1.382068510566439,1.382068510566439,5.08515875680106,0.004396043875853398,0.0007891255258333071,5.080683835915157,0.0,0.383087973509516,0.09084359223821334,0.9898961750524384,0.0,1.0770117065736227,0.03998071580593075,0.39711119660309385
2,train,5.9999999999999995e-05,1.9406905462923605,1.9406905462923605,5.029263212007257,0.006319129768541843,0.0032954132393202976,5.02261456459627,0.0,0.8703738889352088,0.7666857568672419,0.9936480792114019,0.0,1.0759732300925149,0.039472594205707714,0.39922969798336116
2,val,5.9999999999999995e-05,1.588306148137365,1.588306148137365,4.9401289735521585,0.0037838289260564905,0.00024975998634805104,4.936320134571621,0.0,0.5900448991784027,0.0828657051814454,0.989974673305239,0.0,1.0770117065736227,0.0547324771593724,0.39711119660309385
3,train,8.999999999999999e-05,1.9637786016335936,1.9637786016335936,4.908390549800855,0.004226162959717114,0.0019947610369511785,4.903964912944845,0.0,0.883322044338346,0.8563129896540278,0.9948252602542997,0.0,1.0759967768673404,0.04967915032877516,0.4007149051390421
3,val,8.999999999999999e-05,1.6911602637597494,1.6911602637597494,4.829874072756086,0.002636292452474923,0.0001422415230730881,4.827223539352417,0.0,0.6909315764371838,0.09066102121557508,0.9911625896181379,0.0,1.0770117065736227,0.06949441095015832,0.39711119660309385
4,train,0.00011999999999999999,1.9363473461347844,1.9363473461347844,4.824239093626561,0.0025435203635196446,0.0005969564800282247,4.821635862102423,0.0,0.8722767817867176,0.6697130836713474,0.9970992568362455,0.0,1.0759767283238637,0.062260421068144486,0.4009378065977396
4,val,0.00011999999999999999,2.0592979235308513,2.0592979235308513,4.761093148163387,0.0023333520657615736,5.1648615031548874e-05,4.7587546195302695,0.0,1.0544890309018748,0.1472205270880035,0.9900868354099137,0.0,1.0770117065736227,0.08548903691449336,0.39711119660309385
5,train,0.00015,2.054805669014764,2.054805669014764,4.7730080172620015,0.0018679354955325313,0.00015203276331455034,4.771124884686662,0.0,0.9813819905834882,0.7547416892821479,0.9979495157575393,0.0,1.075970565257051,0.07030365038078462,0.400195969460791
5,val,0.00015,1.9808218819754464,1.9808218819754464,4.720780278955187,0.002103112516384239,3.901518971360929e-05,4.718673237732479,0.0,0.956054653440203,0.33817366962986334,0.9909498680915151,0.0,1.0770117065736227,0.09137478790112905,0.39711119660309385
6,train,0.00017999999999999998,1.966687666995643,1.966687666995643,4.740715080312549,0.0016263683695625932,6.0715779118295214e-05,4.739082637923715,0.0,0.887299170542191,0.8082357856190258,0.9985649115301568,0.0,1.0759736561454465,0.07522706173761276,0.3996728734852487
6,val,0.00017999999999999998,2.4751578995159695,2.4751578995159695,4.70284115416663,0.002043932697103758,1.776899521896017e-05,4.700795471668243,0.0,1.4447596578725748,0.36736361416322844,0.9936618975230626,0.0,1.0770117065736227,0.09622795467397996,0.39711119660309385
7,train,0.00020999999999999998,2.059586428740634,2.059586428740634,4.716864292931664,0.001531436715709388,4.041372852088286e-05,4.715328817410319,0.0,0.9717367058912201,0.8881474834921114,0.9990349909115265,0.0,1.0759956900848937,0.08058894091523816,0.3999329981782511
7,val,0.00020999999999999998,2.5223025573151454,2.5223025573151454,4.6726765632629395,0.001965683763306255,1.0188558430205116e-05,4.670709873948779,0.0,1.4961468827511584,0.34510096881006447,0.991645590535232,0.0,1.0770117065736227,0.10454493920717921,0.39711119660309385
8,train,0.00023999999999999998,2.0903388887242884,2.0903388887242884,4.6945484058739355,0.0015565141702160623,2.0306711794465005e-05,4.692989864691491,0.0,1.002843156390126,0.8864779172991424,0.9988479368355242,0.0,1.0759573928978412,0.08602380679059991,0.4017183997171342
8,val,0.00023999999999999998,2.3271608906132832,2.3271608906132832,4.672883587224143,0.0019129346474073827,5.871212782234839e-06,4.670970056738172,0.0,1.2970339767634869,0.33215266306485447,0.9969116087470736,0.0,1.0770117065736227,0.10599605020667825,0.39711119660309385
9,train,0.00027,2.0599395924084924,2.0599395924084924,4.679405449751782,0.0014237642957465597,1.5440217121149257e-05,4.677980142858531,0.0,0.9669082176792247,0.93683633809667,0.9993477388882316,0.0,1.0759784138256123,0.08993096913591093,0.39989336643518353
9,val,0.00027,2.3762459669794356,2.3762459669794356,4.655282940183367,0.0017856938523306911,8.423699820728611e-06,4.6534964101655145,0.0,1.3170584376369203,0.6305462164538247,0.9961329198309353,0.0,1.0770117065736227,0.11025594095034259,0.39711119660309385
