row,r2_full,r2_metabolites_only,r2_envelope_only,n_metabolites_used,r2_unconstrained_upper_bound,metabolite_signal_frac
228,0.4144444658138635,0.40782907271504376,0.05497558973528949,69,0.5329463046702186,0.493906529127164
499,0.714188870401,0.6715757195563345,0.21899381675614737,83,0.7486939693541408,0.5237784451363882
827,0.727546085357214,0.428572809887263,0.6645008928287681,79,0.7875976632592709,0.42523289121700164
1757,0.25179032137262136,0.1481314837188713,0.20936255084952016,84,0.3273231495122605,0.44737869957226334
2630,0.2481454173893599,0.1566934362518727,0.22557795467866537,86,0.3098652632869713,0.327365165475999
2976,0.37316281755653,0.28605164971894925,0.2759612970519555,78,0.42736015548366935,0.6979748199176219
4761,0.3035456358472468,0.23064391485119395,0.20620086926811576,80,0.3676477286757688,0.6783043252971718
4824,0.2604843529963551,0.18859681787883809,0.1899931014720676,83,0.31821221874424244,0.6856695198679786
5129,0.26988669717030067,0.1835613238794338,0.21330100429645082,85,0.33522149495319054,0.5682188943359616
5279,0.3928645819263601,0.3218257317265425,0.23260708858588552,84,0.4498838371634182,0.7898389065770033
5701,0.3813928117554942,0.20289919686614566,0.3282601867532414,81,0.47798022198337753,0.363346081040397
5935,0.2968040397356543,0.19878030669766122,0.248346867726989,83,0.35941036489344436,0.4176921209575293
5968,0.4643366982762279,0.3586353439086277,0.3193968814357634,81,0.532262390270104,0.6670827042613736
6087,0.5564649996931927,0.5183651143207639,0.22266395834548736,84,0.6102729757298079,0.45296701276380136
6824,0.26569934568092035,0.225945513768241,0.1627520970984212,64,0.3152885157850249,0.6266519836738584
7586,0.6582018010976702,0.48456361775697776,0.5640721650911049,85,0.716310653358907,0.4934931893408605
7927,0.4249011727219355,0.35097119657566855,0.3164803269774672,84,0.49013652620485404,0.582642912727026
8542,0.4115159160089016,0.23820678488791447,0.36429568619408004,82,0.47801455142314275,0.42444135735806104
8771,0.6176573875484996,0.47527289941377826,0.4546226533992257,85,0.6927446994111934,0.5908268734294626
9125,0.5021081327143713,0.3040933496702456,0.41577669231101266,76,0.5673265798735494,0.58271675684804
