feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg_C0p1,100,0.48194444444444445,0.10807979194378474,0.43995158371024495,0.10849659633755632,0.48926561709862554,0.5095071225071225
direct_binned,bins1024_auc,svm_C1p0,100,0.4708333333333334,0.11886359433867719,0.43132160415385384,0.11552439796147525,0.4692275307595741,0.49527635327635333
direct_binned,bins1024_auc,xgboost_depth2,100,0.4519444444444444,0.11570571860702857,0.417030619642142,0.11793035018213072,0.4756816354613852,0.48463247863247866
direct_binned,bins2048_auc,logreg_C0p1,100,0.485,0.10779420657643353,0.4411251723395651,0.10859097057307686,0.48563031502353005,0.510045584045584
direct_binned,bins2048_auc,svm_C1p0,100,0.47694444444444445,0.11772242891907775,0.43687962029389793,0.11553660586086548,0.47587658262312543,0.5003304843304843
direct_binned,bins2048_auc,xgboost_depth2,100,0.4641666666666666,0.11369710934057664,0.4321147272152601,0.11325891685662404,0.4978985823148283,0.5000712250712251
foundation_backbone,mae_flatten,logreg_C0p1,100,0.4980555555555556,0.11437783412344553,0.4375157964494924,0.11669369010080981,0.47686608808851816,0.48837606837606834
foundation_backbone,mae_flatten,svm_C1p0,100,0.4919444444444444,0.11335383883948676,0.43021373742026453,0.11408767418531938,0.4691945634731146,0.48086039886039883
foundation_backbone,mae_flatten,xgboost_depth2,100,0.4741666666666666,0.12373912021489027,0.43451445601420274,0.12565582969211733,0.48906830344607577,0.5015641025641026
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.5380555555555556,0.11460928437890025,0.4874044853319684,0.11576996385334795,0.5286095776272953,0.538920227920228
