model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
XGBoost,0.8393939393939395,0.023537737773194012,0.8382497746342139,0.015647550741726298,0.8379446640316205,0.06850328068156922,0.8366772711205372,0.033241014089733546,0.8855371900826446,0.022887762967522426,0.8740196246362132,0.04921938153120727
LogisticRegression,0.7054545454545454,0.07552692159842125,0.7444733402132783,0.10745944876058589,0.6391304347826086,0.0372255641991181,0.6848632218844986,0.060553430889284214,0.7968379446640317,0.0534584066981021,0.8061536835158856,0.04960345220930664
SVM_RBF,0.5627272727272727,0.07959025514091905,0.6436147186147186,0.15606176936360563,0.34347826086956523,0.12104964908832995,0.4308794466403162,0.10224241683367002,0.552111031261229,0.1645319157526707,0.612382876118675,0.13554152450694612
