model,fold,accuracy,precision,recall,f1,roc_auc,pr_auc
XGBoost,1,0.8444444444444444,0.8636363636363636,0.8260869565217391,0.8444444444444444,0.9110671936758894,0.9377942853553635
XGBoost,2,0.8444444444444444,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.8656126482213439,0.8193733961578648
XGBoost,3,0.8,0.8421052631578947,0.7272727272727273,0.7804878048780488,0.8616600790513834,0.8790686467424433
XGBoost,4,0.8444444444444444,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.9071146245059288,0.9023623785663517
XGBoost,5,0.8636363636363636,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8822314049586777,0.831499416359042
