family,model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
classical,logistic_regression,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,0,0,27
classical,svm_rbf,0.8571428571428571,0.8,0.8181818181818182,1.0,0.9,0.9925925925925926,0.9958810051402642,9,6,0,27
classical,xgboost,0.9285714285714286,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.9925925925925926,0.9960739794711697,15,0,3,24
foundation,frozen,0.8095238095238095,0.762962962962963,0.8064516129032258,0.9259259259259259,0.8620689655172413,0.9604938271604938,0.9828197945845003,9,6,2,25
foundation,unfreeze_last_1,0.8571428571428571,0.8296296296296296,0.8620689655172413,0.9259259259259259,0.8928571428571429,0.962962962962963,0.9812327788742001,11,4,2,25
foundation,unfreeze_last_2,0.8095238095238095,0.7333333333333334,0.7714285714285715,1.0,0.8709677419354839,0.9580246913580247,0.9778982170689094,7,8,0,27
foundation,unfreeze_last_3,0.7380952380952381,0.6481481481481481,0.7222222222222222,0.9629629629629629,0.8253968253968254,0.8691358024691358,0.9331295729282161,5,10,1,26
