family,model,n_evaluated,accuracy,balanced_accuracy,macro_f1,weighted_f1,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp,embed_dim
masking,masking_linear_probe_C1,37,0.7837837837837838,0.7701863354037267,0.7701863354037267,0.7837837837837838,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8509316770186335,0.7693864200691931,19,4,4,10,128
jigsaw,jigsaw_linear_probe_C1,37,0.6756756756756757,0.6273291925465838,0.63,0.6616216216216216,0.6,0.42857142857142855,0.5,0.7670807453416149,0.6337365249129955,19,4,8,6,768
joint,joint_linear_probe_C1,37,0.7027027027027027,0.6630434782608696,0.6677551020408163,0.6939658025372311,0.6363636363636364,0.5,0.56,0.7018633540372671,0.6595500551999456,19,4,7,7,960
